comment,rate
Jsjbahsndks jand  ks ẹw  ks sga js sga ns sks shs js sh shsnd    jsbs sjs   ksvs sks   hàng tốt ạ cảm ơn shop,4
Jwjja,3
jztr sao khác trong hình z?,2
K bên mua tư vấn khách hàng tệ nếu mua nên đặt trước 2 tháng,1
"K biết là do bên shop hay do bên vận chuyển nma tui bị bán thông tin mn ạ. 1 shop khác lấy thông tin t + tên sp rồi gửi t 2 cái áo như nùi giẻ. Hôm đó t hơi vội nên check k kĩ, nhắn shop thì shop nói là k phải hàng của shop, shop k biết=(( Btw, áo này tạm được, cân nhắc khi mua (hình in dễ tróc lắm)",1
K bt ns j hết nội dug đánh giá mang tính chất nhận xu(đánh giá bên trên là thật),4
K có chỉ thừa in k đẹp dễ nứt nhưng giá tầm đó chấp nhận được,4
K có đơn giao hàng nào hết shipper kiểu lạ k giao hàng k nhận được hàng nữa chớ 😡😡😡😡,1
k dc à nha mệt ghê ghê okokokokookjkj,1
K dep nhu mong dợi nhin chán lắm,1
K dính,1
K duocc nhận nên kb chat luong sp ntn để đánh giá.,2
Kém,2
"Kèm cả phụ kiện như mô tả luôn, hàng trung là 1 sp có chất lượng rất tốt, mình hay mua hàng nội địa trung lắm, nó đẹp mà chất liệu làm gia công rất tốt ý
Shop giao hàng nhanh lắm. Đặt sáng qua mà trưa nay đã nhận đv rồi. cách phục vụ của xốp rất tốt. Sdung tốt lần sau sẽ quay lại",5
"Kém chất lượng,chưa hài lòng với sản phẩm,tưởng đâu sale sẽ tốt ai ngờ quá kém",1
"Kém chất lượng, không giống như hình ảnh và mô tả sản phẩm",1
Kém chất lượng chưa đạt là sản phẩm khá,3
Kẹo ăn ngon lắm còn@!+!¥¥×(*'oppq010e8dhxiakmlzpqpeij8,3
Keo dép bị lộ hết như này.hy vọng bao nhiêu thì nhận hàng thất vọng bấy nhiêu.sẽ k mua ở shop nữa,2
Kẹo thì oki nhưng váy thì quá xấu luôn ý  😓😓😓😓😓😓😓😓😓😓😓😓😓🔴🔴🔴🔴🔴🔴🔴,3
Keo và chỉ thừa rất nhiều dây giày kh đẹp kh đẹp như các đánh giá trước giày rất xấu và kích chân kh nên mua nhé,3
"Kep cing dep qua rat xinb rat ok njadj con gi nua dau ma khoc voi sau con gi nua xnxj jk  msj  dj j
Lxk",2
"kẻ sỏ dây bị lệt giầy thì bị lệt qua một bên nói chung thì tạm ổn 
Tặng hợp bảo vệ",3
Kểu dáng đẹp. Đã mua lần 2 sản phẩm rất đáng tiền. Bạn bè cũng khen nhiều. Nên mua,5
"kg chống ướt đc nhé, mặc dù mưa lất phất",3
kg hài lòng lắm..phom áo đg chỉ may vải thì tạm được..có giá 100k..but chán nhất la đg may đây kéo thì bị lồi ra..nên mỏi khi keo thì hay bị vướng. rất bất tiện mổi lần méo phải chú ý..nói chúng thấy hết muốn bận..,4
K giốg ảh nhỏ hơn với size đặt,3
K giống hình,2
"K giống hình, vải mỏng quần này mặc đi ngủ là được chứ nhìn tấu hài kinh khủng",1
K giống hình ảnh dây xấu bạn t cũng mua mà khác 1 trời 1 vật,3
K giống như trên hình,2
K giống trên hình lắmmmmm,3
K giống tro g hình thiếu sticker,2
Kg ok chut nao mua 60kg mà giao 30kg.kg hài lòng chut nào,1
"Khá bất ngờ khi nhận dc sản phẩm, giá rẻ hơn cả siêu thị, chất vải làm mình càng bất ngờ hơn, mịn, mềm, ko xổ lông, ra màu rất ít trong lần giặt đầu tiên, sau đó là sạch vu. Màu sắc tươi trẻ.",5
"Khá buồn vì 3 gói màu giống hệt nhau, toàn trắng + kem",3
Khác mô tả. Đặt cao 1m7 nặng 50kg đặt size L mà mặt như size S,1
Khác ở trên mạng lấm😱,2
Khác trên hình,1
"Khác trong ảnh
Tiền nào của đó quần hơi mỏng
Mọi ng nên cân nhắc khi mua",1
Khác với hình,2
"Khá dày dặn, gói hàng cẩn thận. Hàng đang tham khảo và lựa chọn",4
"Khá hài lòng,shop bán hàng rất chất lượng",5
khá hài lòng với sản phẩm,4
K hài lòng lắmmmmmmmmmmmmm,3
"Khá là bất ngờ, ko biết mô tả cảm xúc ntn. Mình ko nghĩ là màu bên ngoài nổi dạ quang như vậy, nghĩ là màu cam cho đẹp hoi, mà lúc thử nó sáng bưng cái nhà, mà cũng lạ lạ, hay hay, đi chơi thì bao chói loá ko sợ bị lạc ạ. Nhìn chung là khoái , phối áo trắng hoặc xám ok",5
Khá là hôi nhựa với dép bị dính mực stickers bị dơ á huhu đổi lại khá nhiều stickers còn có tag nữa nha ,4
khá là ổn. chất liệu tốt phù hợp với giá tiền,4
"Khá là thất vọng. Đọc feedback thấy ảnh cũng k đến nổi mà sao nhận về thấy hụt hẫng. Giày nhiều vết dơ, lót giày cũng k đc chắc chắn mang vô cứ bị xộc xệch ý k cố định. Form lên tạm ổn có điều s tự nhiên phần gót nó phồng ra là sao hơi khó hiểu. Đọc đánh giá có hình ảnh cũng ko thấy phồng lên như đôi của mình. Mà th tiền nào của nấy mn cân nhắc trc khi mua",1
Khá là thất vọng vì quá là mỏng nhưng với giá này thì hợp lý rr. Còn hình ảnh vid mang tính chất nhận xu,4
Khá là thất vọng với shop mình đặt 2 áo 1 chiếc chất rất đẹp nhưng một chiếc thì chất cực xấu và có nhiều chỉ thừa chất áo thô cứng không mềm,2
khá là thất vọng với vải áo vì mặc vào không được thoải mái mà cứ thô thô kiểu gì nói chung chỉ ok nhất phần design,2
Khá là ưng oke lắm nhé,4
"Khá là đẹp mặc vừa y , đúng với mô tả . Giá vậy cũng ok rồi",4
"Khá mềm, êm chân, đẹp, đúng với mô tả",5
"Khá mỏng
Hợp với giá",5
"Khá ngạc nhiên vì mua đc giá rất rẻ 😃 cũng k trông mong gì nhiều nhưng khi nhận đc hàng thì rất bất ngờ . Dầy dặn, đứng phom , fullbox đầy đủ còn đc tặng kèm chai tẩy. Sẽ mua thêm ở shop . 10 điểm",5
"Khẳng định chất riêng vững vàng trong phiên bản đặc biệt LOVE VERA COTTON, Combo 10 Quần Lót Love Vera Cotton 7167 (Họa Tiết Ngẫu Nhiên) mang đến sự đột phá về chất liệu sợi cotton thiên nhiên và bao bì màu xanh dương như thông điệp bảo vệ sức khỏe làm điều khác biệt mà VERA luôn muốn mang đến cho người dùng.",5
Khá nhỏ chắc là dành cho chân nhỏ thoy nhé:> 2503,4
"Khá nhỏ so với size người bán đưa ra, size L mà 40kg vừa y",5
Khá ok,5
"Khá ok. Chất lượng vải mát, mặc không bị ngứa.",4
"Khá ok có chỉ thừa nhưng không đáng kể, xứng đáng với giá tiền nha",4
Khá Oke. Giao hàng cũng nhanh. Vải cũng đẹp lắm mn,5
"Khá ok nha, mẫu này mình mới mua lần đầu thoi. Đường may ngăn ngắn, ít chỉ thừa, vải sờ mịn thích lắm, lưng thun may đẹp nha. Mặc lên from ok nhá bạn nào cao cao mặc đẹp lắm á  (mình m63 mặc hơi dài xíu). Lần này giao hơi lâu xí :>",5
Khá ok nhưng hơi nhiều chỉ thừa vs lại quần hơi mỏng nhg vs giá này thì cg chấp nhận đc  mình cao m48 nặng 43 kg mặc hơi dài m.n nên đi mai lại để tránh trg hợp quần bị rách,4
Khá ok tất hơi mỏng nhưng so với giá là ổn gói hàng hơi sơ sai chỉ có bọc bằng cái túi giao hàng,4
Khá OK đáng đủ mua nha,5
Khá ổn,4
khá ổn,4
"khá ổn , giao hàng nhanh",4
"khá ổn ,giao hàng nhanh Bình thường nếu không hiểu từ vựng tiếng Anh tui chỉ mất vài giây suy nghĩ đến google dịch. Nhưng tui phải mất mịa nó 5 phút để ngồi đọc cái ngôn ngữ củ l này mà vẫn đếu hiểu gì. https://www.facebook.com/profile.php?id=100030193296572 https://www.instagram.com/p/CcPTRcoPfH-/?igshid=YmMyMTA2M2Y=8",5
"khá ổn, mỗi tội hơi chật so với số 30 mình hay mua",4
"Khâ ổn áo hơi dài đáng tiền mua lắm mng ạ áo đẹp xỉuÁo màu rất đẹp giống trong mẫu quảng cáo, mình m6 nma áo hơi dài, áo lên form khá đẹp, giá thành lại rẻ mng nên mua nha",5
"Khá ổn
Hình in hơi bó khi đi vào
Nhưng khá là xinh 
Nên mua nhé...",4
Khá ổn tuy nhiên chữ in trên áo giặt mấy hôm chắc bung luônnnnn,4
khá thất vọng,1
"Khá thất vọng dù bt tiền naog của ấy, mng có thể xem vidoe để cân nhắc trc nhé
Đủ sticker
Nhm caia đế cond ko bằng đôi trc đấy🙂🙂",3
"Khá thất vọng thua xa chí tưởng tượng vải xấu,chữ in xấu hàm hố mua thử 1 lần về xem sao thất vọng tràn trề đầm đìa nước mắt ảnh chỉ mang tính chất nhận xu",1
"Khá thất vọng về sản phẩm vì đã đổi hàng 1 lần và đôi này cx ko khá hơn đôi trước là mấy
From giày ko được cứng và đẹp cho lắm...",3
khá thất vọng về sp nm cũng tiền nào của đấy thôi :)),2
Khá thất vọng🥴,4
"Khá tốt, chữ in sắc nét. Đẹp cực luôn mng ơi! nhưng mik m65 nặng 50 cân chọn size L(hơi nhỏ)😔 ai giống mik thì chuyển sang Xl nhé. Mng nên mua nhé🥰❤️❤️",5
"Khá tốt nên mua   ,",4
"Khâu chuẩn bị hàng giao hàng lâu, cái cục hoa mới bỏ vào đã rớt ra, hayzzza
Chả muốn nóiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii",4
"khâu chuẩn bị hàng và giao hàng của shop quá lâu, đặt nội thành mà ship 3-4 ngày mới nhận đc , ai cần mua dùng gấp nên cân nhắc @@",1
Khá ưng ý nhưng lại chỉ mua đc 1 sp 1 vì mua đến chiếc thứ 2 giá lên gấp đôi,4
Khẩu trang có tặng nhìn dày dặn nhưng mà nghe mùi của dép nên hơi kinh🥲 nhận về vứt chứ k dám đeo ạ,2
Khâu đóng gói áo hộp các thứ rất hịn nhưng áo chất như áo đồng giá 50k ngoài chợ chất còn ko bằng cơ mặc nóng (trong khi vải thì mỏng ),3
Khá xinh. Hàng quốc tế nên đợi hơi lâu. Mình tưởng gắn sẵn rồi hoá ra lại phải tự gắn keo nữa,4
"Khá đẹp. Cảm nhận tương đối tốt.
Viền cổ áo chưa đc đẹp",4
Khá đẹp mà đi một lần rồi chà phần xung quanh giày ko sạch nữa không biết làm sao luôn,3
"Khá đẹp nhưng hơi chật, đặt sale 38 mà giao 36 nhưng thời ko sao",4
"Khá đẹp nhưng mình kbt là mình đánh rơi hay shop cho mình thiếu mất 1 cái  gắn lên dép nhưng mình mua đc lúc đang sale thấy vậy là ok rồi, lùn lùn đi đôi này tưởng m6😅🤣🥲",5
Khá đẹp đóng gói cẩn thận. 1234567890poiuyrteewqqasdfg,5
Kh bằng cả giẻ.lớp trong ra toàn lông xé còn ra đầy tay .phí tiền,1
kh bao giờ rep tin nhắn......,3
Kh có dì để chê,5
kh có gì mà không biết làm gì mà kh biết đọc biết viết như vậy thì anh cũng có học không có tiền mà không có ai biết được kh mô tả khoa học đầu tao đi,3
"kh có nha trr, tưởng mua 2 đôi dc tặng nma k :)) dc dôi tất hơi shockk",2
Kh êm chút nào đeo nhìn to lắm ạ màu như kiểu bị bẩn í,2
K hề thích tẹo nào,2
Kh giốngg hình cho lắm😑,3
Kh giống với hình. Quần này quần thể thao mà,1
"khi chưa mua thì hỏi trả lời nhanh, còn mua rồi muốn đổi trả thì trả lời rất là chậm, thủ tục đổi trả rườm rà. Quá tê",1
"Khi cố gắng hết mình, bạn chỉ ""được"" mà không ""mất"" gì cả. Thành công chỉ đến và ở lại với những ai biết nỗ lực không ngừng bằng thái độ tích cực.",4
"khiếp dép chả đẹp gì hết í, mua về mà dép cứ cong cong lên ấy mn, còn nồng nặc mùi nhựa nữa, ko đáng tiền lắm",2
K hiểu cái lỗ để xỏ dây vào đâu luôn,1
K hiểu do vận chuyển hay do shop mà hộp k móp méo mà dép lại mất from như này :))) chán ạ,3
"K hiểu lm như thế nào mà 2 chỗ xỏ dây dày bị thiếu, đục mỗi một mặt, mặt kia k xỏ vào đc, mk phải lấy cái que nhọn nhọn để chọc qua",2
"K hiểu sao luôn ,mở ra thì thấy nghi rồi ,to quá ,đặt theo mọi ng tăng 1 size thì rất thô ,nếu đặt lại sẽ đặt 37 thô lắm ,nhưng mà nó lại vừa nha ,nhìn to nhưng mà rộng tí khúc sau thôi,VẪN ĐÁNG ĐỂ MUA NHA MỌI NGƯỜI",3
"K hiểu shop làm ăn kiểu j rõ mk đặt bo gấu mà gửi về cái quần xuông nhìn như bà già phí tiền vch , lại mất thêm tiền đi bo gấy , bực mình thực sự , k có lần sau",1
"Khi mang rồi bước đi, form giày không ôm chân, nó cứ toè ra ấy..",3
Khi mình nhận dép bị dính mực rửa ko ra. Mong shop kiểm tra hàng kỹ trước khi giao.,1
Khi nhận hàng dép chỉ cao 3cm dép bị dính bẩn nhiều bị giao hàng lâu,2
khi nhận hàng mình khá bất ngờ vì chất vải quá đẹp.phải nói là rất ưng ý.form áo cũng vừa người.không quá thô.đặc biệt shop rất là chu đáo khi lưu ý nhắc nhở khách cách giặt áo để không hư.chắc chắn lần sau mình sẽ ủng hộ shop tiếp,5
"Khi nhận hàng sờ vào đã không muốn mở ra vì biết nó không giống mình muốn. Mô tả cao 4 phân nhưng bóc ra cao 2 phân là cùng, chất mềm, đế thấp. Quá mệt.",2
"Khi nhận hàng thực tế, mình thấy rộng. cho mình hỏi có thể đổi size L thành M được không?",4
Khi nhận về có mùi nhựa nhiều cực với lại đặt 37 mà shop giao 38 với 37 là sao v ạ,2
"Khi nói là ""Ngại đẻ""
Thì ý các mẹ là ngại mang thai, hay ngại chăm con nhỏ ạ 😂😂",5
"Khi xưa ba bé hơn đàn
Nghe guitar rung lên không bao giờ xao lãng
Dây buông dây bấm ngân vang, âm thanh đi khắp không gian
Piano lại khó hơn nhiều
Thêm đôi tay nhỏ bé hơn biết bao nhiêu
Vẫn lướt trên mặt đàn, vẫn khát khao ngập tràn
Yêu thương đi khắp không gian.",5
Khi yêu đương con tim vẫn lun chật chội nên em đặt anh ra xa lòng ngực dẫu đắng đo nụ hôn đôi môi đó có thể nói .để có thể nhấm mắt mà iu đấm đuối,5
"khi đặt hàng hộp 4 quần lót nam cao cấp, khi nhận hàng hộp chỉ có 1 cái. Đề nghị shop bán đúng số lượng khi quảng cáo. Thất vọng khi mua hàng.",1
Khkxhkxtkxkyxkykyhg là một loài bướm đêm trong cái gì mà ko thấy buồn lắm anh ạ anh có đi đâu chơi game đi chơi game có gì đâu em,4
"Kh liên quan đến đồ ăn ạ !!
Đang hot tô tượng mua lẻ giá cao , nay em lấy được nguồn ở bát tràng giá siêu yêu 
(Có cả trai cả gái set 10 tượng ạ )🎉🎉❤️
❌Chỉ 80k/1set , nhận sỉ từ #30 set ❌ 
‼️ Set 10 hình ngẫu nhiên nhé cả nhà !!!!
  🎉 10 tượng + 1 dây màu+ bút 🎉
EM GOM NGÀY KIA TRẢ HÀNG NHA MNG",3
Kh nên mua đâu m.n,1
Kh nên mua đôi này nhé. Mỏng lắm tốn tiền. Đi lên chân xấu.,3
"Khoá kéo khá rít, ko ưng ý lắm 🙏",4
Khóc thét vs đôi tất này🥲🥲🥲 mọi đôi khác đều okee nha các bác có đôi này lỗi thui,2
"Khó di chuyển vì quá rộng, tất cả đều ổn trừ việc quá rộng, bhhh",3
"khog phải nhung tăm:(( mà còn bẩn nua
qua thatvong:((((((((((((((((((",2
"không bao giờ đây ạ bảo là shop uy tín này kia mà làm ăn không chất lượng, mua sao để trưng lên cho ui tín à? làm ăn phải có lương tâm một tí chứ làm mà giao cho khách hàng đểu hàng không đúng hình trên hình bảo đế tận 5-6cm mà hàng về chỉ có 2cm là sao không tin được shop lừa đảo này.KHÔNG NÊN MUA Ạ!!",1
không biết ai biết gì đâu haha ngu ngỗ si sỗ anh em mình là gia đìnhnha hu hi ho hé di đe da ngu ngốc hhhhhhh,3
Không biết các bạn có thấy được vết nứt của áo không chứ ngoài thấy rõ lắm như kiểu giặt mấy lần rồi á,3
không biết có giao lộn hàng không ? mình thấy sản phẩm không giống như quảng cáo,1
Không biết có phải shop giao nhầm không nhưng thấy áo xanh nhạt mặc dù đặt là xanh đậm. Nhưng chất lượng phù hợp vs giá tiền nên ok,3
"Không biết do mình xui đặt dép lúc hết stick hay  vì mình áp mã giảm giá nên chỉ còn 14k nên là  shop cứ gửi stick như vậy cho mình, dép màu đen đã đành cần stick đẹp thì dép ms đẹp đc chứ ạ, lúc đọc các đánh giá thì mình mong dép mình cx như thế vậy mà... mong shop đừng như thế với các bn khác ạ 😓",3
Không biết mình với nằm anh danh sách chuyên ngành a tướng a tôi cho bán thi máu chưa của biết cần nhiều quan tâm những việc xinh đẹp Câu hỏi bệnh nhân trong đi triệu chứng tiếp Chào không giao dịch bất thường khách hàng làm lại,5
Không biết ở đâu chui ra mấy cái này nữa nhưng hình như là quà tặng của shop thì phải,4
"Không biết shop có chuẩn bị hàng trước khi giao hay không mà khi mình nhận được thì áo dính đầy bụi với vải thừa trong bịch, trước khi đặt mình cũng có hỏi giao kịp vào t3 không shop bảo có mà t4 mình mới nhận được. Chất áo thì đẹp from rộng rãi áo có co dãn",2
"Không biết shop có gắn nhầm tag k. Mua size 3xl ghi là tới 100kg mà mình mới 80kg cao m65 mà mặc thiếu 2 cân nữa là chật .rất bực mình,mong shop ib gt thêm.chỉ định mua 1 quần để xem có vừa k sẽ mua tiếp mà với size ntn thì chỉ muốn hoàn lại quần. Lần đầu mua shopee đánh giá cho shop 4*",4
Không chặt và không rộng,5
Không chê gì,5
"Không cho kiểm tra hàng, giao không đúng, đặt túi chéo mà giao túi đứng, đổi hàng bằng cách nào ??????????????",2
Không cho xem hàng trước khi nhận,2
"Không chuẩn form nha🥲xấu vải mỏng nữa 
🥲🥲🥲🥲",3
Không có,3
Không có cái gắn vào ạ.,1
"Không có dây giày hộp méo mó chất giày tốt
Cân nhắc trc khi mua.",4
"Không co giãn, chất không mềm",2
"Không co giãn, may không đẹp, vai bị cứng, mặc vào trông sẽ béo",2
"Không co giãn nhiều như mình mong đợi nhưng vừa đủ. Thoáng mát. Khoá túi tốt, nhẹ nhàng ko dễ kẹt như hàng rẻ tiền hơn",4
"Khong có giao đơn này nha bà zà , có mấy cục kẹo:))thoi kệ đánh giá để nhận xu:))))",5
Không có hàng,1
"Khong có hộp nma sp cũng tạm 
Shipper nhiệt tình thân thiện
Okkkkkk",4
"Không có kèm theo cái dép nào hết
(Ảnh và video mang tính chất nhận xu)",4
"Không có khẩu trang thì đừng quảng cáo ""tặng""nghe nực cười và trò con nít!",4
"không có khuy dây vs cả lại 2 dây giày khác nhau chút , nói chung tạm ổn không đòi hỏi được thêm",4
không có logo tay,4
Không có màu xanh lá cái giao màu đen????,1
"Không có món hàng này khi nhận về ,Xin lỗi mọi người vì không thể chụp hình và video nhưng cũng ổn qưertyuiopasdfghjklzcxvbnm",3
Không còn gì để nói..  mnjsisusyisiwufwysksjshgsysehyeueueyeyeyetuwiwuwtsyskbdkjfofyeuisjususue9euryir6rury8fudydydyd8dhdudud7dgidhdu,2
Khong có nha mọi người khong có gì nha chả có gì cả hết không có luôn ấy khong có gì luôn,4
Không còn j để nói dép méo mó lệch lạc quoai thì nhìn thôi thấy phát chán không muốn đi rồi thấy dép của mấy đứa ở lớp mua đẹp nên hỏi mua mà nhìn như….:))),2
"Không còn từ nào diễn tả được. Thật sự là trên cả sự hài lòng, từ giá tiền, thời gian giao, gói hàng, ticker và những lời gửi rất chi dthg.lần sau nhất định sẽ ủng hộ nhiều hơn về sự tuyệt vời này.chủ shop chắc chắn là 1 người rất hoàn hảo và dthg. Chúc shop mua may bán đắc",5
"không có size thì ghi là k có size mn đi…ngoài đúng đơn size 44 bên trong lại là một đơn khác ở tận đâu
 đâu size 41…chả hiểu nổi shop làm việc kiểu gì…",1
không có túi quần nên hơi bất tiện chút! lỡ mua rồi thì mình chịu khó xài luôn chứ chồng con không ai dùng cho!!! tiền nào của đó mà!,3
"Không có uy tín. Gửi thiếu đơn hàng, nt shop không rep",1
"Không có đánh giá nào
Cửa hàng quần áo trẻ em · 41 P. Lý Quốc Sư
Đang mở cửa ⋅ Đóng cửa lúc 21:30
Mua sắm tại cửa hàng·
Giao hàng",3
"Không cứng form,  dép xốp, giao hàng nhanh, có nhiều lỗi, kích thước chuẩn",3
"Không dám đòi hỏi gì hơn, vì hiểu, tiền nào của nấy. Rẻ thì không đẹp, chịu thôi",3
"Không dính lắm, mình bị rớt hoài",3
không dung thuc te không nhận,3
Không giao mà nói giao.. nói láo...,2
Không giống ảnh cho lắm,1
Không giống ảnh cho lắm:)),3
Không giống hàng Vera giống hàng nháy bán ngoài chợ hơn.,2
Không giống hình quảng cáo,1
Không giống hình quảng cáo một tẹo nào hết,2
không giống hình tí nào tiền nào của đó thôi tưởng cái mơ to kh đó. chân em to mang sz 40 mà này giống 43 44 hơn đó-)),2
không giống màu trên hình,1
"không giống màu xám lắm, tại màu nhạt hơn ảnh. 1m52 40kh size L nha mn.
So với giá đó thì đắt.",4
"Không giống mô tả ở hình
Không co giãn",2
"Không giống như ảnh đâu nhé mọi người
Giày bị tróc from rất chi là xấu luôn 
Nhưng đc cái đóng gói vs tặng thêm giây giày 
Thấy đánh giá toàn 5 sao 
Mà hàng như vậy ko bt",2
Không giống như mẫu và các bài đánh quá khác,1
Không giống như trong ảnh,2
Không giống như trong hình,2
"Không giống như đôi bánh mì mình mua, đôi crosx này bị cứng quá, đi đau chân hic",4
"Không giống trong ảnh, vải mỏng ,áo tay hơi ngắn 
Không có cái tem nhỏ ở cổ tay áo ,
Kém uy tín",1
không giống trong ảnh sjshdh,2
"Không giống với hình, mặc nóng, lên form không đẹp, đường may cẩu thả nhưng đóng gói tốt, giao hàng nhanh",3
"Không giống với hình ảnh, nhìn quần áo như bộ đồ ngủ, đã thế lại còn có mùi như mùi cao su rất nồng.",3
không giống với hình ảnh đăng lắm.,4
"Không giống với mẫu lắm nma cx ổn thôiiiiiiii
🥲",5
không hài lòng . lần sau không mua nữa,1
"không hài lòng 
áo năm 2015 mà còn bán cho người ta",1
không hài lòng chất lượng không tốt,2
KHÔNG HÀI LÒNG CHÚT NÀO.GIẶT LẦN ĐẦU RA MÀU LEM QUẦN.CHẤT LƯỢNG CÓ VẺ KHÔNG ỔN CHÚT NÀO.MẶC DÙ GIÁ CAO.,1
"Không hài lòng chút nào. 
Hay mua sản phẩm của Freeman nhưng sản phẩm này chật và bé so với bảng quy đổi cỡ quá. Bình thường mua size L là mặc thoải mái nhưng quần này Mua size L mà mặc như size M vậy. 
Nên ai mua thì nên mua tăng thêm 1 cỡ.",2
"Không hài lòng lắm
Dép bên trái bị như hình chụp
Dc cái chất dép thì mềm mại , đi khá êm.",3
không hài lòng lắm vì không giống hàng đã đặt,1
không  hài lòng  treo đầu dê bán thịt chó đăng  5 màu 5 quần  mà  giao hàng  tới 3 cái  màu  đen luôn khẩu trang cũng màu đen đem bỏ sọt rác mọi  người  nên né  shop này  đồ  gạt  người.,1
Không hài lòng về cách đóng gói,3
"Không hài lòng về chất lượng sản phẩm lắm, được cái mềm ấm, form lên không đứng quần, mặc ở nhà thì được, ai mua thì lấy rộng ra 1size sẽ đẹp",3
"Không hài lòng về sản phẩm. Order 5 cái XXL thì chỉ nhận được có 1 cái, còn đâu là 3 cái XL và 1 cái size S. Size cỡ S này coi như bỏ chứ mặc gì nữa. Khá thất vọng vì shop đưa size cỡ nhỏ còn cắt cả kí hiệu cỡ size (trong ảnh). Lần trước tin tưởng vì nhận hàng đúng. Lần này không hài lòng chút nào. Vì chỉ nhận được 1 size XXL theo yêu cầu nên chỉ đánh giá 1 Sao.",1
"Không hài lòng về size sản phẩm của shop.
Mua nhiều lần. Lần này thì size ghi L nhưng cỡ size LL. Hạn mục hạn chế đổi trả đành phải chấp nhận.",2
Không hài lòng vì đặt màu xanh lại giao màu đen. Mất thời gian mua bực mình. Vài chục ngàn không lẽ trả lại.,2
"Không hài lòng với dép này tí nào. Cũng là size 38-39 mà mình đi chật, ko như đôi dép trắng trơn của mình, đi 38-39 thoải mái. Đôi này bị ngắn đi còn thò ngón chân ra ngoài cơ",2
"Không hài lòng với sản phẩm, thiết kế khác với ảnh,  màu nhạt!",3
Không hài lòng với sản phẩm đã gửi đổi trả,2
Không hài lòng đợt này mình đặt 4 cái 2M trăng 1 M xanh 1 S trăng nhưng shop chỉ giao có 3 cái 1 trắng S 1 trắng M 1 xanh M thoi. Mình bực mình lắm ạ mong shop giải quyết giúp em,1
không hằn dễ chịu k bí nóng,5
"Không hề giống mẫu 
mẫu 1 kiểu giao hàng 1 kiểu 
Thời gian Giao hàng lâu 
Shop giao sai mẫu khá thất vọng 
Akkakakwnwbwbwhwnwnnwbwbwbwjqkqkoqiqiwhwvwvw",3
Không hiểu nổi đặt áo du hành vũ trụ thì lại nhận được áo phố phường???,2
"Không hiểu sao có thể bán được đôi dép bên mũi tròn bên mũi vuông như vậy. Chân mình số 37 mình đã đặt 37/38 rồi mà chật kinh khủng, cố mang thử 1 ngày phồng chân lun.
Tệ thật sự..cảm thấy rất hối hận với đôi dép này",1
không hiểu sao mình không nhận được gì cả luôn,3
"Không hiểu sao mua 4 mẫu khác nhau lại giao về 4 đôi cùng 1 mẫu, hình ảnh video mang tc nhận xu",3
"không hiểu sao shop không biet nhét giấy hay miếng xóp vào dép hay gì á, mà cứ để không giao hàng, dép nhăn rõ cả 2 bên. Mất thẩm mỹ thật sự. ( video và vài hình ảnh mang tính chất nhận xu )",3
"không hiểu sao trong 4 cái quần thì cái quần màu xám trắng cùng size Xl nhưng thực tế thì mình mang lại nhỏ hơn 3 cái còn lại và không có độ co dãn như 3 màu còn lại. Thực tế là bị chật so với size và mình mang không vừa, 3 cái còn lại cùng size xl và độ co dãn cũng tốt hơn. Hy vọng shop xem lại vấn đề này!",2
Không hiểu sau đặt 3 quần ống rộng mà shop lại giao lộn mình 1 quần thành quần legging:))))) mua về mặc làm gì trời :))))) Đã mua ở shop nhiều lần nên cũng ko muốn đổi trả hàng. Mong shop lần sau chú ý nhé,4
"Không hiểu shop làm ăn kiểu gì giao nhầm mẫu cho mình, ngoài nhầm mẫu thì tất cả đều ổn, dày dặn ạ",3
Không hiểu từ đâu ra cái vết bẩn như vậy ạ . Mình bị mấy đôi luôn á.,3
"Không khác gì so với hàng thường trước mình mua.À mà lần sau có tặng tất thì tặng có tâm tí.Tặng kèm đôi tất rách??
Ảnh klq lắm",4
"Không mong đợi lắm , giày phù hợp với túi tiền, nhưng chổ khâu giày kh đẹp , lỗ kh ngay ngắn, mà với giá tiền giày thì giày tạm ổn",3
Không mua hơn phí=)))))))))))))). Hàng đẹp rất rất đẹp. Giao hơi lâu th nhaa,5
không mua lại,3
"Không nên mua áo, áo ko khác cái giẻ luôn. 
Chất mỏng, mà kiểu như bị sờn sờn, xù lông sau 1 vài lần giặt. In cao su lởm nên nó sần sần.
Đây là lần đầu mua hàng của shop và là 1 trải nghiệm cực kỳ tồi tệ.",2
Không nên mua dù thử nhé mọi người mình mua khăn có tặng kèm 6 món khác mà nhận hàng đúng mỗi cái khăn và 5 cái thun :)) treo đầ.u dê bán thị.t ch.ó đấy mọi người,1
Không nên mua lắm ;-; áo rất mỏng,2
Không nên mua m.n ơi. sao mn đánh giá vải đẹp dạ. em mua về nó mỏng như áo 35k cái. Chỉ thừa tùm lum tà la. Tính mua tặng ny mà vầy chắc để mặc lun quá,1
