comment,label,rate,Column1
Đóng gói sản phẩm rất kém.,NEG,2,
Áo dễ thương Shop phục vụ rất tốt.,POS,5,
Dáng áo to.,NEG,2,
Thời gian giao hàng rất nhanh.,POS,4,
Chất lượng sản phẩm ổn.,POS,4,
Sản phẩm đẹp hơn cả mong đợi.,POS,4,
Dây chéo ko bằng nhau.,NEG,2,
Nói chung là cx được.,POS,4,
"Sạc đầy ko ngắt, rất nóng.",NEG,2,
Đồ ok lm tg giao hàng chậm.,NEU,3,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"áo đẹp lắm, tks shop!",POS,5,
Thời gian giao hàng rất nhanh.,POS,4,
Phục vụ chứ đáo nữa ak.,POS,4,
"chất tạm được,so với giá thì ok,cổ hơi chão nên mặc k đc ôm cho lắm chắc tại m gầy,giao hag nhah.",POS,4,
de thuong.,POS,4,
"Áo mặc đep, ôm sát vừa vặn.",POS,4,
"Chất lượng sản phẩm tuyệt vời, đường kim mũi chỉ sắc nét.",POS,5,
Cũng tạm dc.,NEU,3,
Mình bầu 6 tháng nặng 54 kg nhưng mặc XL vẫn kích ở vùng bụng.,NEG,2,
Shop giao hàng cực nhanh lun nha 💋.,POS,5,
shop giao hang qua cham.,NEG,2,
Mua để mặc chứ ko phải để làm từ thiện.,NEG,1,
Bộ nỉ chất đẹp.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Không giống trong hình,nhưng nhìn cũng được.",NEG,2,
"Áo form khá rộng, nhưng 40 mấy kí như mình mặc vẫn rất đẹp👍.",NEU,3,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Tạm oke.,POS,5,
Đúng là tiền nào của đấy.,POS,4,
Rất đáng tiền..,POS,4,
quá đẹp nghiên cứu lấy cái nữa.,POS,4,
Bô mau trang ngan qua e ko mac dc luon shop.,NEG,2,
Nhưng ksao nói chung chất lượng tốt.,NEG,2,
Mua 1 quan dài 1 lửng .,NEG,1,
"Form đẹp ,vải cũng ok mất cái đường may không được chắc chắn cho lắm.",POS,4,
Áo này vải ko đc mịn lắm!,NEU,3,
"Nhận ba lô ko ưng,chỉ có ví nguyên vẹn vì có ép cũng ko biến dạng.",NEG,1,
K con j bag.,POS,4,
Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
Túi dày dặn và chắc chắn.,POS,4,
Shop phục vụ rất tốt Rất đáng tiền Sẽ luôn ủng hộ shop❤️❤️❤️.,POS,5,
"Giao hàng rất nhanh tại TpHCM,4h kể từ lúc đặt.",POS,5,
Shop ok.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắnƯ.,POS,5,
"Giao nhầm size, nhưng chất lượng sản phẩm tốt.",POS,4,
Chất lượng sản phẩm tốt.,POS,4,
Sản phẩm đẹp.chất lượng tốt.,POS,4,
"Đóng gói sản phẩm rất đẹp và chắc chắn, rất ok.",POS,5,
"Vải mềm đẹp, mặc mát.",POS,4,
Đẹp lắm.,POS,5,
Vải đẹp cực.,POS,5,
Phù hợp v bạn từ 45-48kg thôi.,NEG,2,
Giao hàng cực kỳ nhanh.,POS,5,
"Chất lượng sản phẩm tuyệt vời, đẹp, đóng gói sản phẩm không chắc lắm, Thời gian giao hàng rất nhanh.",POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh rất ưng ý.,POS,5,
Chất lượng sản phẩm kém Đóng gói sản phẩm kém Shop phục vụ kém Không đáng tiền.,NEG,1,
"Áo siêu đẹp, y như hình luôn, luôn cập nhật mẫu mới nhé shop, m sẽ ủng hộ tiếp 👍👍👍.",POS,4,
"Giày đẹp, mang êm.",POS,5,
Màu sắc không như hình,NEG,1,
Giao k đúng màu..,NEG,1,
Giày đẹp giao nhanh như tên lửa luôn.,POS,5,
Chắc phải mặc áo lót trong rồi mới mặc áo len để ko bị ngứa.,NEG,1,
Đẹp hơn sức tưởng tượng Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Áo bị lủng lổ.,NEG,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn sản phẩm y hình.,POS,4,
Bông tai đẹp lắm.,POS,5,
giày êm chất lắm mọi người.,POS,5,
Chất liệu sản phẩm totts.,POS,4,
cái cổ áo cứng quá.,NEG,2,
"Mẫu mã đẹp, đóng gói cẩn thận, giao hàng hơi chậm.",POS,4,
Đẹp quá .yêu quá😍😍.,POS,4,
Nt note mua 1 hồng 1 ghi shop đã ok nhưng vẫn giao 2 ghi.,NEU,3,
"Đã test thử, rất tốt.",POS,5,
"Vải mềm mát , lấy thẳng bên này nên giá cũng mềm nữa , không uổng công bao ngày chờ đợi .",POS,5,
Áo đẹp..,POS,5,
"Áo rất vừa, shop tư vấn chuẩn thật.",POS,5,
Chất lượng vải nói chung cũng ổn.,NEG,1,
"Váy mặc lên rất đẹp, chất vải tuy hơi mỏng nhưng mình khá ưng.",POS,4,
Chất lượng phù hợp với 34k.,POS,5,
Rất đáng tiền ạ.,POS,4,
Vải áo đẹp lắm.,POS,5,
Nt không nhắn lại.,NEG,1,
Không biết lâu dài có bị lỗi gì không.,NEU,3,
Chu đáo.,POS,4,
Mỗi tội mỏng quá.,NEG,2,
Hàng đúng đẹp.,POS,5,
Rất hài lòng.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,4,
"Vải mịn mát, hơi mỏng hơn chút nhưng đẹp, mặc thoải mái.",POS,4,
"Giao hàng nhanh như 1 cơn bão, vải dày đep.",POS,5,
Sp kém chất lượng.,NEG,1,
Shop rất nhiệt tình.,POS,5,
"Vải đẹp mịn cực kì luôn, lần thứ 2 mua cực kì hài lòng sẽ ủng hộ tiếp nữa ạ.",POS,5,
Nhưng có anh giao hàng gọi em hôm trước mà hôm sao mới giao hàng cho em.,NEG,2,
"Giao hàng nhanh đồ rất đẹp, đặt màu cam nhưng là màu này.",NEG,1,
Sp ko đẹp như hình Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh.,NEG,2,
"Giao hàng nhanh, áo giống hình.",POS,4,
Sẽ còn ủng hộ mua hàng của shop thêm nữa.,POS,5,
"Vải đẹp, mặc ổn Đóng gói sản phẩm rất đẹp và chắc chắn.",POS,4,
"Ôm Body lắm, Shop giao đúng hàng đúng mẫu còn giao nhanh nữa, hàng đẹp, sẽ ủng hộ ạ.",POS,5,
Áo đẹp lắm nha 100% giống hình.,POS,4,
Màu đẹp.,POS,4,
Thankiu shop nhiều ạ.,POS,5,
Hàng chính hãng giống như mô tả.,POS,4,
Nếu có 10⭐️ thì em dành cho shop Leo hết luôn hehe.,POS,5,
Áo mới giặt 1 lần đã bị trầy ra ntnay 😞😞😞.,NEG,2,
"Khá là khó chịu khi đã có ghi trước khi đi gọi trước để check địa điểm, bên giao hàng đã gọi nhưg KH khôg nhận được cuộc gọi đó, vẫn đến giao và bấm chuôg nhà inh ỏi, có nghĩ nếu KH ko có nhà sẽ phiền đến nhữg người xug quanh, nếu tôi khôg nhận duoc bạn lại mất côg đi.",NEG,1,
Thẳng đuột.,NEG,2,
Đáng đồng tiền bát gạo !!,POS,5,
Shop phục vụ tốt và nói chuyện dễ thương.,POS,4,
Hàng OK đóng gói kỹ.,POS,4,
Có dịp Sherry sẽ ủng hộ tiếp nha.,POS,4,
Shop phục vụ rất tốt Rất đáng tiền.,POS,5,
"Giao hàng nhanh, 5 sao.",POS,4,
Nhưng so với giá tiền thì rẻ.,POS,4,
Ok.,POS,4,
Chất áo hơi nónh xíu.,NEU,3,
Áo rất đẹp luôn.,POS,5,
Giày đẹp lắm ạ.,POS,5,
Màu hơi tối hơn trong ảnh chút thôi.,NEG,2,
"Shop ko có hàng, ko báo trc mà giao tiền lại luôn.",NEG,1,
Áo chất siêu đẹp❤️.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Shop check và giao hàng hơi lâu.,NEG,1,
Chất vải tốt.,POS,5,
Lần sau sẽ ủng hộ bạn ☺️☺️.,POS,5,
Nhà tui kiến nhiều khủng khiếp lun á.,NEU,3,
Rất đáng tiền .cảm ơn shop.,POS,4,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"Cúc cài áo thưa quá, chỉ thừa nhiều.",NEG,2,
san pham tuyet voi.,POS,5,
Màu xanh dương k đúng vs hình mẫu.,NEU,3,
Túi may chắc chắn.,POS,4,
"giày đẹp, y hình, giao hành nhanh.",POS,4,
Chất lượng tạm đc.,POS,4,
Shop tư vấn nhiệt tình tuy nhiên đặt 1 mẫu giao 1 mẫu.,NEG,2,
"Áo đẹp, chất vải tốt.",POS,4,
Váy quá ngắn.,NEG,1,
Miếng lót màu trắng mà giống không.,NEG,1,
"Giao sai,ko chịu kiểm hàng trước khi gửi,quần bó.",NEG,2,
Chủ shop nhiệt tình.,POS,5,
"Áo đẹp , mặc cũng đẹp , nhưng khuyết điểm là lưng hơi chật .",NEG,2,
"Áo ổn, form k xoè như trong hình lắm ^^.",POS,4,
E mua mấy lần vẫn ưng mấy lần lun 😍.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,
Đẹp lắm a.,POS,5,
"Chất lượng sản phẩm đẹp, nhưng người trên 60kg mặc chun bụng sẽ bị chật, Thời gian giao hàng rất nhanh.",NEU,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,
mẫu mã ok..s.phẩm tạm ổn.,POS,4,
"quần đẹp lắm, sẽ ủng hộ shop lâu dài Chất lượng sản phẩm tuyệt vời.",POS,5,
Quá tuyệt so với giá tiền.,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,POS,4,
Chất liệu vải ok.,POS,4,
Đẹp chuẩn.,POS,5,
Mua hơi sợ mà ưng ý phết.,POS,4,
Tóm lại là ok hết nghen.,POS,4,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Mjh rat thjch.,POS,5,
K như hình quá xấu.,NEG,1,
Giao hàng nhanh chất lượng rất ổn sẽ ủng hộ shop lần sau.,POS,5,
Chất ổn.,POS,4,
"Giao hàng nhanh cực, áo rất đẹp ạ~.",POS,5,
"Chất lượng sản phẩm tốt, vải áo còn hơi xấu nhưng tổng quan thì khá đc.",NEU,3,
Quá ẩu.,NEG,1,
"Sp tệ, rất tệ, đã vậy còn dính bẩn các kỉu, buôn bán vậy nên nghỉ bán đi, k có tâm",NEG,1,
Chẳng mấy khi mua đc đồ chim ưng như này.,POS,5,
chất lượng đc.,NEU,3,
mik rất ưng sản phẩm!,POS,5,
Form xấu.,NEG,2,
"Rất đáng tiền, rẻ.",POS,5,
Mình mua mấy bộ đều bị bé hơn so với dây cáp sạc và dây tai nghe.,NEG,2,
"Gối và chăn rất êm, hình giống như trên ảnh nên rất yên tâm các bác ạ :).",POS,5,
Rất thích.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Quần k có chun.,NEG,1,
Sản phẩm y hình chất ren mịn chủ shop dễ thương.,POS,5,
Like 👍👍👍👍.,POS,5,
Chất lượng phù hợp vs giá tiền.,POS,5,
Chất lượng sản phẩm kém.,NEG,2,
Vải voan hơi mỏng nhưng không sao.,POS,4,
Bii rách chỗ gần nách .,NEG,2,
giao sai màu vs bị bung đường chỉ.,NEG,1,
Chất mềm mịn..,POS,4,
"Hàng đúng như mô tả, hàng thiireu shop gởi bù ngay, rất uy tính, 5 sao.",POS,5,
Tặng con sếp nên thấy chất lượng ok.,POS,5,
"Bung chỉ, vải tạm.",NEG,2,
Em là con gái đi làm ngày 8 tiếng ko có thời gian ngồi rảnh để đi bịa chuyện.,NEU,3,
"Thời gian giao hàng nhanh, mới đặt 2h30p sau đã có hàng. ♥️♥️♥️.",POS,4,
yêu shop đồ đẹp vô cùng.,POS,5,
Không giống kích thước so với mô tả.,NEG,1,
Đóng gói sản phẩm rất đẹp và chắc chắn.,NEU,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắnÁo forrm to đẹp chất đẹp.,POS,5,
"Thấy mùi thơm, êm.",POS,5,
Vải tạm dc nhưng bị lũng lỗ và dơ nữa :((.,NEG,1,
Mình rất ưng ý.,POS,4,
Rất đẹp.,POS,5,
"Đóng gói sản phẩm tạm được, đặt mua ren yk giao quần su thất vọng shop.",NEG,1,
Giá chợ đêm nhưng chất lượng hàng shop.,POS,5,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền, giao hàng hơi lâu tí, tại bị delay, nhưng thôi k sao.",POS,4,
"Lần đầu mua ở shop, sản phẩm rất chất lượng.",POS,5,
"Áo đẹp lắm ah.vải rất ok,giao hàng nhanh.",POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Cay, ngon :)).",POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,
Tạm dùng đc so với giá.,NEU,3,
Đúng mẫu.,POS,5,
Sản phẩm rất đẹp.,POS,5,
Kiểu dáng đẹp nhg chất ko ổn.,POS,4,
"Áo đẹp, vải mềm.",POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Chất tạm đc nhưng quần quá bé.,NEG,2,
Thanks shop!,POS,4,
"Giao hàng nhanh, vải ổn, vừa vặn, hợp túi tien, sản phẩm rất ok 😍😉.",POS,4,
hàng đẹp nhưng cạp hơi rộng bụng.,NEU,3,
Quần đúng với hình Chất lượng sản phẩm tuyệt vời.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"Giao hàng nhanh, nghe hơi nhỏ.",POS,4,
Pha sợi màu hồng hơi nhiều Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
"Ren hơi thô ráp, cứng.",NEG,2,
So với giá thì quá ưng.,POS,4,
Cảm ơn shop.,POS,4,
"Chất lượng sản phẩm tuyệt vời, cơ mà đóng gói kĩ quá, bóc mệt nghỉ luon!",NEU,3,
chất liệu dày dặn.,POS,4,
Chưa test.,NEU,3,
"Áo đẹp, chất đẹp, tiền cũng đẹp 😊😊.",POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Chất mát, co giãn tốt Chất lượng sản phẩm tuyệt vời.",POS,5,
"Tớ đặt bộ đồ cho Nam, nhưng vì đặt trên live là size S, các bạn chốt với tớ là M, tớ lại k để ý nên vẫn ok.",NEU,3,
Chất lượng sản phẩm tuyệt vời tuy balo hơi méo lệch sang 1 bên.,POS,5,
Nên mua.,NEU,3,
"Hàng rất đẹp, màu cũng tươi, nói chung m hài lòng.",POS,4,
"Chất lượng sản phẩm tốt, đóng gói sản phẩm ok, giao hàng chậm.",POS,4,
Tốt Chất lượng sản phẩm tốt Thời gian giao hàng nhanh.,POS,4,
"Đóng gói hàng kỹ, chất áo cũng được đó ạ, mềm.",POS,5,
Vải xấu và mỏng.,NEG,1,
Túi váy hơi cạn!,NEU,3,
"Gửi sai hàng, nhắn tin mấy lần ko hề phản hồi.",NEG,1,
"Đặt xanh rêu giao màu đen , tuy nhiên shop đã đồng ý cho đổi mẫu khác, Shop phục vụ rất tốt.",POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,4,
Thời gian giao hàng rất nhanh.,POS,4,
Đồ đẹp lắm.,POS,5,
Shop phục vụ rất tốt.,POS,5,
Shop phục vụ nhiệt tình.,POS,5,
Tien nao cua đó.,NEU,3,
Fix full lun.,NEG,1,
"Sản phẩm do Digiworld phân phối,có tem bên ngoài,đúng bản quốc tế.Chạy YouTube và các chương trình tivi online rất mượt.Bộ xử lý cho ra hình ảnh đẹp,thích nhất là tìm kiếm bằng giọng nói trên remote rất 9 xác,con nít 4t vẫn sử dụng được.",POS,5,
Good 👍.,POS,4,
Mình giặt lần đầu bị phai màu đen.,NEG,2,
@sẽ ủng hộ shop nh.,POS,5,
Hang giong hinh .,POS,4,
Chưa hài lòng.,NEG,2,
E đặt 23 cái mà shop giao cho e thiếu 2 cái như trên v mà giá tiền vẫn là giá của 23 cái.,NEG,1,
"Đặt cái này lại giao cái màu hồng kiểu khác, cực kì vô trách nhiệm.",NEG,1,
Quần áo cực kỳ đẹp.,POS,5,
"Túi gọn, chất lượng tốt.",POS,4,
Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn . đep so voi giá.,POS,5,
Rất đáng tiền :)).,POS,4,
Tốt y hình Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.,POS,5,
Áo đthw cá tính dễ phối quần và váy(chân váy).,POS,4,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.,POS,5,
"shop ko tư vấn nhiệt tình do mình k bít xài .hỏi mấy ngày rồi onl cũng k trả lời.do đóng gói mỏng manh quá.nên bi vỡ rách,ko thôi mình trả hang roi.",NEG,2,
Mình rất hài lòng.,POS,5,
Chất lượng sản phẩm tạm được Shop phục vụ khá tốt Thời gian giao hàng nhanh.,POS,4,
"Đồ đẹp nè, chủ shop vô cùng thân thiện nc dth nữa ❤️.",POS,4,
Chai đầy ú ụ.,NEG,2,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Chất lượng sản phẩm tuyệt vời.sản phẩm tốt vượt mong đợi.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,POS,5,
shop giao hàng nhanh!,POS,4,
Đóng gói sản phẩm ko cẩn thận.,NEG,1,
Giày như hình.,POS,4,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt.,POS,4,
Shop phục vụ rất tốt.,POS,5,
"Cùn, bấm mãi không thủng.",NEG,1,
"Chất lượng sản phẩm tuyệt vời, vải đẹp.",POS,5,
Ưng hết ý 😘😍.,POS,5,
Rất đáng tiền.,POS,5,
Thanks shop.,POS,5,
Giao nhầm màu. 1 trắng 1 xanh mà giao cho 2 xanh.,NEG,2,
"Màu đẹp.bẳng nhỏ nhỏ,xinh xinh.mẫu mã rất đẹp.",POS,5,
Màu và chất ko đẹp bằng trắng đen.,POS,4,
"Áo rất đẹp, tuy nhiên lần này shop gửi nhầm 2 sp giống nhau cho mk,Hàng k có, giá 2c áo lại khác nhau.",POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất chậm Thời gian giao hàng rất chậm.,NEU,3,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Quần rất đẹp.,POS,5,
áo đẹp lắm. còn có quà nữa. cho shop 5 sao.,POS,4,
Size m voi l chỉ hơn nhau có xíu ah.,NEU,3,
Áo hơi rộng chút nhưng đẹp ❤️sẽua bên shop dài dài.,POS,4,
"shop gửi thiếu hàng cho mình , mình cũng rất kiên nhẫn chờ shop rep lại tn , chắc shop đông khách quá nên việc gửi thiếu 1 chiếc áo 33k cũng là chuyện nhỏ !!",NEU,3,
"Hàng đẹp nhé mọi người, giá lại rẻ nữa, sẽ tiếp tục ủng hộ shop!",POS,4,
(Hồi đầu cứ thấy vote mỗi 5* là bắt đầu *nghi ngờ nghi ngờ*).,NEG,2,
Áo đẹp.,POS,4,
Về mới giặc lần thứ 2 màu xanh pha màu hồng .,NEG,2,
"Áo đẹp, chất cũng ok lên form gọn người lắm, thanks shop.",POS,5,
Shop giao hàng cực nhanh muốn í.,POS,5,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Nhưng nói chung cũng tạm ổn so với giá tiền.,NEU,3,
Thái độ phục vụ rất tốt...,POS,5,
"Áo xinh xắn, form vừa, Rất đáng tiền.",POS,5,
Dưới 50kg mặc sẽ vừa hơn.,POS,4,
"Hag zua dep,zua re. ..",POS,4,
- Thời gian giao hàng rất nhanh.,POS,5,
Nhưng gói hàng ẩu quá.,NEG,2,
Giao hàng nhanh rất đáng tiền .,POS,5,
"Chất vải nóng, vắt chỉ ẩu.",NEG,2,
"#NLT Không biết mua bao nhiêu chiêc áo ở shop nữa rồi, cũng khoảng > 30 chiếc rồi cũng nên ( cả áo nhóm) :)).",POS,5,
Kiểu dáng ok.,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
Tuy nhiên phí gui hơi cao.,NEU,3,
Shop gói hàng rất đẹp ạ.,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Chất vải rất đẹp, mình lấy size L hơi rộng định đổi nhưng chắc tự de ra tiệm sửa vậy.",NEU,3,
Thành ra mua 2 cái chỉ sử dụng đc 1 xái.,NEG,2,
Quần đẹp mẹ em ưng lắm.,POS,4,
"Hàng ko như mẫm, và shop ko có đổi trả hàng, vậy khó cho người mua Chất lượng sản phẩm kém.",NEG,1,
Mình bóp lại xíu nữa là ok.,NEG,2,
Shop tư vấn khá tốt.,POS,4,
Mua size L để mặc bầu mà váy hơi ôm có vẻ ko bon chen đc lâu.,NEU,3,
Đồ hết hàng cx chả báo 1 câu.,NEG,1,
Hơi han gỉ.,NEG,2,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
👍👍 Rất ok luôn!,POS,5,
Vải hơi nóng tí.,NEG,2,
"Tôi k hài lòng chút nào, quá thất vọng.",NEG,1,
Nhưng này ship hơi lâu.,NEG,2,
Đẹp lắm :>.,POS,5,
vs giá này thì chất lượng tương đối ổn.,POS,4,
Chất thì cg đc.,NEU,3,
"Áo y như hình, vải hơi mỏng xíu và dây áo dơ.",NEU,3,
Chất mịn và ôm dáng người.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
#BUỒN(.)❤️.,NEG,2,
Đường may cũng ok.,NEU,3,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Mỗi tội nhà giao hàng bị lâu quá.,NEU,3,
Áo đẹp.,POS,4,
Mỗi cái áo lót đc đựng trong một hộp rất xinh.,POS,5,
Áo chưa mặc đã rách.,NEG,1,
Áo đẹp lắm ạ.,POS,5,
"Chất lượng áo đẹp, áo giống hình.",POS,4,
Chất dày nhưng ko co dãn mấy mặc hơi cứng.,NEG,2,
Ưng lấm luôn ạ ❤️.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Bóng có độ dày vừa phải.,POS,4,
Phục vụ như l** địt con mẹ khách nhắn thin thì sủa đi ít câu .,NEG,1,
Áo hơi lỗi 1 chút vì giá rẻ nên bị mỏng mặc lộ hết bên trọng nhưng do rẻ nên không đòi hỏi gì nhiều. thanks shop.,POS,4,
"Áo màu đậm hơn trong ảnh nhưng cũng đẹp, đường may chắc chắn.",POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,
Thời gian giao hàng rất nhanh.,POS,4,
Hàng phù hợp giá tiền.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Shop giao nhầm sang mẫu rẻ hơn.,NEG,2,
Chất lượng sản phẩm tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Chất lượng sản phẩm rất kém ko giống trong hình.,NEG,1,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"Hàng như hình, shop tận tình với khách, tư vấn nhiệt tình, hỏi nhanh phản hồi thần tốc.",POS,5,
Mong shop có những mẫu sp lung linh nữa 😊😊😊.,POS,4,
Có thỏi son mà shop cho hộp to đùng.,NEU,3,
Rất là ưng ạ.,POS,5,
Nói chung là với giá tiền bỏ ra thì chất lượng như thế là tạm ổn.,POS,4,
Rất đáng tiền vải dày đẹp y như hình.,POS,4,
áo đẹp lắm ạ😍😍😍.,POS,5,
Lm mk chờ xót ruột lun🤧.,NEU,3,
Lần sau lại ủng hộ shop tiếp ạ!,POS,4,
Nhưng giá tiền đó thì tạm chấp nhận dc.,NEU,3,
Sau đó ko rep mình nx ạ.,NEG,2,
Chủ shop rất nhiệt tình 🤗 Giao hàng lại nhanh 👍.,POS,5,
"May có chủ shop ib nhiệt tình chỉ bảo, xài rất ok, máy rung mạnh, đang chờ kết quả :))).",POS,5,
Mua từ sag tới đêm (gần 23h30) mới đuọc nạp.,NEG,2,
Đóng gói sản phẩm chưa được thẩm mĩ còn xấu.,NEG,1,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,
Chất lượng sản phẩm tuyệt Shop phục vụ rất tốt.,POS,5,
Rất hài lòng.,POS,5,
"Dính keo 502 lốm đốm, hình dán ngược, nhưng chấp nhận đc Shop phục vụ rất tốt.",POS,4,
Thank shop.,POS,4,
"Giấy đẹp, mịn, đóng gói tốt, nhưng 1 bịch giấy bị bẩn( chắc bị bẩn từ trước khi đóng gói).",POS,4,
Perfect ❤.,POS,5,
Tui be qua.,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Con cũng k bé như t tưởng tượng.,POS,4,
Rất đáng tiền.,POS,5,
Chất lượng sản phẩm rất kém.,NEG,1,
"Vải váy tạm đc, chất nylon nhiều, phù hợp giá tiền.Váy rộng so với bthg nên trừ hao bớt.",POS,4,
Hai lòng.,POS,5,
